,0,1,2,3,4
2435,7166,Aloft Brussels Schuman,"Very good value for the price, very very clean, staff was very nice to me.",,9.2
2436,5209,Charlie Rockets Youth Hostel,Location is perfect. Price was perfect for the christmas vacation,They didnt give me soap to washing hands,6.0
2437,6000,Charlie Rockets Youth Hostel,Great staff clean room in a central location great secure storage,Shared toilets and bathroom but hey it's a hostel,9.2
2438,5907,Charlie Rockets Youth Hostel,Only location,"Not at all clean, very congested",5.4
2439,5580,Charlie Rockets Youth Hostel,"Reading all the reviews we were expecting our room to be an absolute nightmare. It turned out to be decently clean and comfortable. Equipped with just the bare basics, a bed 2 chairs and a sink. The bedding was clean and the room did not feel too dirty although it could certainly do with some freshening up of the curtains and floors. It was fine for a one night stay. We stayed on a Saturday where the pub downstairs is open throughout the night. We did not find it too loud and were able to sleep. Absolutely incredible location; right at the centre. The pub is a great place to have a drink after a long day of sightseeing",Bathrooms could be cleaner. There was also no handsoap in any of The toilets.,7.1
2440,5430,Charlie Rockets Youth Hostel,"Great location, good bar area downstairs ","Bathrooms weren't clean, weird smell ",7.1
2441,6075,Charlie Rockets Youth Hostel,,"Got bites by a bedbug in a six-bed dorm! 
I have caught the bedbug and brought it to the redemption. They just gave me another bed in a four-bed dorm and comment that it's pretty enough for me in that situation. 
Highly NOT recommend!",2.5
2442,5083,Charlie Rockets Youth Hostel,"Very nice location.
The hostel also has a pretty cool bar downstairs with pool.
","In the morning there was a cut off of electricity.
The showers had cold water, and the regulation of temperature was not possible, it was just a press button.
5$ deposit for the key, if you dont ask back for it they could forget it.",6.0
2443,5128,Charlie Rockets Youth Hostel,I really loved the lady at the reception. The rest was more or less okay.,,6.0
2444,6045,Charlie Rockets Youth Hostel,"Just amazing b&b stay place. 
Amazing staff, cool bar on the first floor, good price and perfect location.",Shared bathroom,9.2
2445,5984,Charlie Rockets Youth Hostel,"This is a hostel so expect to share if you book late but they do have some double and twin rooms available no ensuite but all is kept nice and clean can be a bit noisy at times but again dont complain if you book into a place with an all night bar,lively spot with great staff awesome pizzas and a party vibe ",Very steep narrow stairways may be a problem if you have issues with stuff like that and not ideal if your carrying loads of luggage but again remember it is a hostel and not a hotel i have given the high marks for a hostel so dont expect 5 star luxury,10.0
2446,5616,Charlie Rockets Youth Hostel,"The location is perfect, in the city center, everything are few minutes walking distance. The stle of bar really good. The room was clean and comfortable, bed also comfortable. Breakfast for extra 4 Euro was good (bread, butter, jam, nutella, egg, tea and coffee) but some meet and cheese missed.","In the room was no cabinet or some place to keep our bags, clothes, just on the floor or in the bed. For 6 person just 3 electrical plug in and 2 chairs. In the shower no shelf for shower gel and water temperatur not possible to change. In the toilette no soap and some paper.",7.5
2447,5507,Charlie Rockets Youth Hostel,A bit cheap.. Since it's Bruges,"It was a bar with loud music .. So, a bit noisy at night",6.7
2448,5337,Charlie Rockets Youth Hostel,"Good pizza, nice staff and excellent location. I didn't hear much noise but I didn't travel during season.",There was no sink in the bathroom. The sink was in the accomodation room. The breakfast was a bit simple,7.0
2449,5761,Charlie Rockets Youth Hostel,Good price and value + amazing location close to the center. Also very nice atmosphere by the bar downstairs. Checkin was very easy and flexible at the bar.,"The only thing that bothered me was that there could have been a small table in the room and the info sheet on the window was a bit dirty. I think we saw in the description also that there is one bed for 2 people, but in fact there were 2 beds (just a small detail, we then put the beds together).",8.3
2450,5565,Charlie Rockets Youth Hostel,Great value for money,Staff could be more friendly,7.1
2451,6173,Charlie Rockets Youth Hostel,,"-Rude staff
-I booked a 6p/room and they put me in a 8p/room
-Heating didn't work
-The water in the shower was cold",2.5
2452,5884,Charlie Rockets Youth Hostel,"Very affordable place, nice staff, good drinks, great facilities",Way too hot,9.2
2453,5283,Charlie Rockets Youth Hostel,The bar downstairs and the happy hour.,Only 2 toilets.the pillow was Very uncomfy.,8.3
2454,5835,Charlie Rockets Youth Hostel,Location,It was a bit noisy since it's over a bar,7.5
2455,5953,Charlie Rockets Youth Hostel,"The location is great and that's the only good thing I can say about this hostel. The hostel is like a maze, the stairs are too narrow, the bathrooms were not really clean and in the shower the water did not go down the drain.",,5.4
2456,5598,Charlie Rockets Youth Hostel,"Location.clean sheets. It was warm (adjustable heating,but there is always smb who barely turns heating of)","The worst are showers,its a tiny space,no place to hang smth or put smth,when you try to open water before entering in order to wait til it comes warm it all comes on you and on the floor. In the end after this experience i havent showered. Yak
Toilets of downstairs are also terrible. 
Entrance through the door is blocket by those who are having drinks at their bar (its more thing of the management,not people who sit by the table next to door",7.5
2457,14840,Charmehotel Klokkenhof,"Very nice hotel in quiet green area. The room was big with comfy beds and a nice view on the garden. Friendly staff. They even offered us toothpaste that we forgot. We had a good rest before our next day of driving. Perfect stay north of Antwerp, away from the city.",The bathroom was a bit small,9.0
2458,15209,Charmehotel Klokkenhof,"Easy to find, friendly and welcoming, food was great and hotel has a lovely atmosphere. Room was spacious and well presented, could not have asked for better. ",Nothing,10.0
2459,14858,Charmehotel Klokkenhof,"Friendly staff, clean and great food. ",Nothing,9.0
2460,15065,Charmehotel Klokkenhof,"A lovely small hotel, obviously very popular on a sunny afternoon with local families. Excellent food.","A very small niggle, but when we arrived the lady in reception said that she would give us a free upgrade. When we checked out the lady then on the desk charged us for the upgrade. As we were thinking more about getting away to a funeral that morning we didn't challenge it, so not a problem, just a small niggle.",9.2
2461,15123,Charmehotel Klokkenhof,"Friendly staff, Hotel nicely decorated ",Bathroom could have had better lighting,7.9
2462,15311,Charmehotel Klokkenhof,"Just everything. Is a lovely hotel with Charme as the name of the hotel. Great location, Free parking, Free Internet and playground if traveling with children. Breakfast was excellent served by 2 hard working women (Nadine & one more) pleasing everybody by running around if training for the olimpic games. Great experience.",Nothing appeared to dislike.,10.0
2463,15364,Charmehotel Klokkenhof,"Beautiful room, beautiful hotel. Great breakfast.",The check in was a bit hasty and we did not get a lot of information.,7.9
2464,15112,Charmehotel Klokkenhof,Very personal aproach by staff,I missed usb or additional electricity points in room to charge phone and other devices.,9.6
2465,15239,Charmehotel Klokkenhof,the hotel owners Peter and Elizibeth and staff are very freindly also helpful.  Peter and Elizibeth are very welcoming nothing is too much trouble,the weather,10.0
2466,15077,Charmehotel Klokkenhof,,"You can't find anyone at reception. Everyone is in restaurant. 
I went to restaurant and ask them for an iron machine and a chubby old man with glasses screamed at me that I can't find an iron at the restaurant. I was ..are you serious?! 
After insisting, asking multiple person and waiting half of hour, someone bringed the iron machine to my room.
Other issues was at restaurant. When we ordered we waited around 20 min for someone to come and take our order.",7.1
